Designator,Mid X,Mid Y,Rotation,Layer
C1,71.58,-89.2,0.0,top
C2,80.98,-84.4,0.0,top
C4,80.98,-85.6,0.0,top
C5,76.6,-84.585,0.0,top
C6,85.18,-89.0,0.0,top
D1,80.8,-72.0,270.0,top
FL1,120.597059,-89.013417,0.0,top
J2,80.65,-65.82,180.0,top
L1,80.48,-88.5,270.0,top
R1,77.08,-86.3,270.0,top
R2,81.68,-79.5,270.0,top
R3,74.5,-65.9,90.0,top
R4,87.1,-66.01,90.0,top
RF3,64.7125,-89.18,180.0,top
RF4,145.0,-89.05,0.0,top
U1,77.98,-89.4375,270.0,top
